model,task,replicate,metric,value
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,4,test/mcc,0.009022713539100377
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,4,test/loss,0.12756001949310303
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,4,wandb,runtime, 272
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,timer/validation,1.934657335281372
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,timestamp,1715387510.582496
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,runtime,318.2874619960785
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,step,2186
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,timer/step,0.035292863845825195
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,trainer/globalstep,5260
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,trainer/lr/pg1,2.5431088148421133e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,trainer/lr/pg2,2.5431088148421133e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,trainer/loss,0.06324562430381775
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,trainer/epoch,19.0
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,epoch,6
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,val/accuracy,0.9467999935150146
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,val/mcc,0.8937711340219726
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,val/loss,0.26003530621528625
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,timer/epoch,10.93512511253357
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,train/accuracy,0.9967027306556702
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,train/mcc,0.9934084990476322
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,train/loss,0.014022556133568287
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,test/accuracy,0.9520400166511536
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,test/mcc,0.009167842511957397
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,test/loss,0.1265927404165268
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,demo_human_or_worm,5,wandb,runtime, 317
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,timer/validation,0.3982729911804199
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,timestamp,1715385627.0235784
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,runtime,53.521629333496094
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,step,106
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,val/accuracy,0.7628865838050842
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,val/mcc,0.5239085827845831
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,val/loss,0.5401748418807983
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,epoch,12
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,trainer/globalstep,60
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,timer/epoch,1.3582313060760498
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,train/accuracy,0.8020833134651184
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,train/mcc,0.6053330696770388
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,train/loss,0.4698471128940582
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,timer/step,0.22146201133728027
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,trainer/lr/pg1,3.395632018258775e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,trainer/lr/pg2,3.395632018258775e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,trainer/loss,0.41134628653526306
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,trainer/epoch,19.0
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,test/accuracy,0.7603305578231812
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,test/mcc,0.5218028809356927
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,test/loss,0.4749448895454407
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,1,wandb,runtime, 52
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,timer/validation,0.39658474922180176
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,timestamp,1715385698.5944047
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,runtime,41.156890630722046
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,step,106
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,val/accuracy,0.8041236996650696
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,val/mcc,0.6083937598701696
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,val/loss,0.4428957998752594
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,epoch,7
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,trainer/globalstep,60
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,timer/epoch,1.3281099796295166
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,train/accuracy,0.7864583134651184
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,train/mcc,0.5740670994245083
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,train/loss,0.48113882541656494
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,timer/step,0.22134065628051758
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,trainer/lr/pg1,3.395632018258775e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,trainer/lr/pg2,3.395632018258775e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,trainer/loss,0.42706477642059326
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,trainer/epoch,19.0
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,test/accuracy,0.7603305578231812
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,test/mcc,0.5232406542221336
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,test/loss,0.4854397773742676
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,2,wandb,runtime, 40
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,timer/validation,0.39102649688720703
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,timestamp,1715385758.997092
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,runtime,40.27790689468384
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,step,106
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,val/accuracy,0.8247422575950623
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,val/mcc,0.6638078902229846
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,val/loss,0.4274601936340332
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,epoch,7
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,trainer/globalstep,60
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,timer/epoch,1.38494873046875
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,train/accuracy,0.7825520634651184
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,train/mcc,0.567490163145953
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,train/loss,0.48567691445350647
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,timer/step,0.22148704528808594
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,trainer/lr/pg1,3.395632018258775e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,trainer/lr/pg2,3.395632018258775e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,trainer/loss,0.4548559784889221
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,trainer/epoch,19.0
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,test/accuracy,0.7644627690315247
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,test/mcc,0.5342244506353423
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,test/loss,0.4867227077484131
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,3,wandb,runtime, 39
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,timer/validation,0.39841723442077637
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,timestamp,1715385817.5190587
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,runtime,39.26609969139099
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,step,106
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,val/accuracy,0.7731958627700806
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,val/mcc,0.5470013255354157
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,val/loss,0.4928523600101471
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,epoch,7
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,trainer/globalstep,60
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,timer/epoch,1.3608253002166748
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,train/accuracy,0.7916666865348816
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,train/mcc,0.5851783358053297
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,train/loss,0.47415462136268616
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,timer/step,0.2212371826171875
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,trainer/lr/pg1,3.395632018258775e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,trainer/lr/pg2,3.395632018258775e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,trainer/loss,0.5154069662094116
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,trainer/epoch,19.0
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,test/accuracy,0.7603305578231812
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,test/mcc,0.5252736513086528
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,test/loss,0.4923272132873535
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,4,wandb,runtime, 38
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,timer/validation,0.4141843318939209
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,timestamp,1715385881.6125693
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,runtime,44.9218533039093
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,step,106
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,val/accuracy,0.7319587469100952
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,val/mcc,0.46635451330306765
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,val/loss,0.5227505564689636
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,epoch,9
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,trainer/globalstep,60
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,timer/epoch,1.4639360904693604
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,train/accuracy,0.7994791865348816
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,train/mcc,0.601883018819818
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,train/loss,0.47179529070854187
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,timer/step,0.22141385078430176
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,trainer/lr/pg1,3.395632018258775e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,trainer/lr/pg2,3.395632018258775e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,trainer/loss,0.49026817083358765
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,trainer/epoch,19.0
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,test/accuracy,0.7396693825721741
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,test/mcc,0.49588953684115783
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,test/loss,0.504276692867279
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,dummy_mouse_enhancers_ensembl,5,wandb,runtime, 44
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,timer/validation,1.1246771812438965
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,timestamp,1715386435.0864854
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,runtime,485.9440233707428
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,step,666
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,timer/step,0.11327409744262695
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,trainer/globalstep,1460
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,trainer/lr/pg1,2.5746005485205823e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,trainer/lr/pg2,2.5746005485205823e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,trainer/loss,0.40136921405792236
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,trainer/epoch,19.0
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,epoch,8
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,val/accuracy,0.6748201251029968
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,val/mcc,0.35453717758322456
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,val/loss,0.6998862624168396
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,timer/epoch,9.25301218032837
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,train/accuracy,0.8424657583236694
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,train/mcc,0.6872773093222126
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,train/loss,0.3606240153312683
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,test/accuracy,0.7173287272453308
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,test/mcc,0.01572813364782447
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,test/loss,0.553394615650177
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,1,wandb,runtime, 485
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,timer/validation,1.1093404293060303
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,timestamp,1715386671.9068308
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,runtime,216.52372574806213
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,step,666
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,timer/step,0.11298847198486328
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,trainer/globalstep,1460
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,trainer/lr/pg1,2.5746005485205823e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,trainer/lr/pg2,2.5746005485205823e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,trainer/loss,0.33587080240249634
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,trainer/epoch,19.0
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,epoch,5
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,val/accuracy,0.714628279209137
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,val/mcc,0.42983143775402616
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,val/loss,0.6522690653800964
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,timer/epoch,9.26978087425232
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,train/accuracy,0.8476027250289917
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,train/mcc,0.6969016742858171
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,train/loss,0.35675570368766785
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,test/accuracy,0.7143062949180603
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,test/mcc,0.016444820999445692
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,test/loss,0.5460268259048462
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,2,wandb,runtime, 215
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,timer/validation,1.117568016052246
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,timestamp,1715386896.5500045
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,runtime,209.4837965965271
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,step,666
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,timer/step,0.11279964447021484
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,trainer/globalstep,1460
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,trainer/lr/pg1,2.5746005485205823e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,trainer/lr/pg2,2.5746005485205823e-05
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,trainer/loss,0.3734509348869324
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,trainer/epoch,19.0
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,epoch,8
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,val/accuracy,0.6954436302185059
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,val/mcc,0.3921156787765595
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,val/loss,0.6695525646209717
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,timer/epoch,9.232822895050049
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,train/accuracy,0.8497966527938843
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,train/mcc,0.7019411430534647
mamba_bpe_4k_d128_4L_lr-8e-5_batch_size-256_rc_aug-true,human_enhancers_cohn,3,train/loss,0.35098809003829956
